fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	max_depth	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20220608 042120	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	165	TRUE	0.119584292063692	0.809896082189258	5035	754	0.012573808967887	1	0.0632170002754321	0.187247820946845	0.3707169172305	12714000	129
20220608 042128	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	53	TRUE	0.2329424850135	0.774856524238231	5254	761	0.0136737735545595	2	0.149637982061069	0.19894051359898	0.474081049979125	13302000	130
20220608 042138	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	147	TRUE	0.210297074498462	0.755523194290722	5336	794	0.0129776300591268	1	0.166046054670946	0.000235925997230677	0.356219858747259	13181000	131
20220608 042211	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	874	TRUE	0.0505548860396872	0.800100281607942	4044	687	0.0172154196623176	1	0.0719814904682929	0.0856490697638169	2.84000230332973e-05	13816000	132
20220608 042230	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	349	TRUE	0.0598502080966396	0.829941743600635	4016	737	0.0167480408362783	2	0.0745973547882855	0.135457135038052	0.00333855581227859	13325000	133
20220608 042243	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	60	TRUE	0.108046754745935	0.791963662019686	4968	403	0.0153508466950231	-2	0.0602540936606687	0.182072340661562	0.0210805050877495	12962000	134
20220608 042315	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	202	TRUE	0.0204608290224735	0.737995324966492	4228	722	0.0173736038329422	-2	0.0468990905897006	0.158124045657318	0.420346873127749	13201000	135
20220608 042411	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	420	TRUE	0.0123354429985721	0.916771413654954	4365	705	0.0176715805949304	0	0.0359120819198326	0.0882659779157926	0.0162290711676072	12836000	136
20220608 042424	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	43	TRUE	0.110456326005073	0.839290027346277	4062	468	0.0158198920993977	-2	0.0508241009969849	0.0309354397256299	0.306067930655146	13245000	137
20220608 042441	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	76	TRUE	0.0523281187788246	0.676451229586073	4006	514	0.0152914457300977	-1	0.0317477432990343	0.175922073720279	0.0535058808387519	13124000	138
20220608 042455	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	76	TRUE	0.116382327565029	0.950232646029763	4979	441	0.0146491778210171	-1	0.180717515635668	0.000877831857451866	0.13705834927751	12789000	139
20220608 042505	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	17	TRUE	0.205536533557624	0.684198691434378	5136	499	0.0169708663656906	-2	0.00588596352042987	0.0501713177481334	0.372374727535215	12765000	140
20220608 042518	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	66	TRUE	0.206799964583654	0.665537350430769	5038	661	0.0121403394984107	2	0.167865529140167	0.107401204486486	0.491035521901946	13848000	141
20220608 042528	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	77	TRUE	0.219555179637066	0.807536217899734	5477	697	0.0118799946453522	2	0.164362590446943	0.126341500380365	0.49621579470064	13315000	142
20220608 042537	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	75	TRUE	0.207298638921621	0.677647642749618	4156	668	0.0126357106782889	2	0.186566433479696	0.143568654946697	0.472745100462929	13890000	143
20220608 042546	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	62	TRUE	0.204581489605099	0.687079919709369	4623	616	0.0127567240399396	2	0.153029716370209	0.163801163246349	0.49266950861518	13429000	144
20220608 042602	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	89	TRUE	0.208553544460248	0.51496311609551	4174	764	0.0122696121612252	2	0.196702612599784	0.124082183635759	0.477158935506969	13414000	145
20220608 042610	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	67	TRUE	0.201671202159829	0.874526271098652	4032	673	0.0125227952826916	2	0.194694010472276	0.0220430531159098	0.469708554612862	13604000	146
20220608 042629	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	77	TRUE	0.0471300830326274	0.672742102904523	4150	704	0.0155819440569278	-2	0.199225496984653	0.0560336950261858	0.409375575330612	13313000	147
20220608 042645	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	32	TRUE	0.0973267373639441	0.440165351438125	4187	403	0.0126642628838861	-2	0.1067869636986	0.00532935234480869	0.26931016806715	13401000	148
20220608 042652	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	45	TRUE	0.203710403492423	0.701227984565661	4681	686	0.0128345983010588	2	0.167085612904257	0.101618125109098	0.338627990533197	13565000	149
20220608 042712	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	92	TRUE	0.0380084402829917	0.708091953641109	5007	721	0.0134554524237279	-2	0.076033846639895	0.00220438929595057	0.459970650472432	13320000	150
20220608 042749	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	223	TRUE	0.0407872737818021	0.430626694880131	4950	445	0.0143628784423328	-2	0.0572209690532886	0.0898127536520943	0.49642973389855	13159000	151
20220608 042928	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	969	TRUE	0.0147262929024893	0.447298160424126	5173	400	0.0135117111872812	2	0.0826801025833496	0.151459902628745	0.407399499523466	13313000	152
20220608 042945	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	69	TRUE	0.0508536789370214	0.725246664316582	4121	536	0.012852904295286	-2	0.0702260133622075	0.01219465815293	0.00348754008593739	13239000	153
20220608 042957	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	64	TRUE	0.214990161518997	0.608035304262227	4005	650	0.0122767253463179	2	0.190606100608955	0.0955495149179804	0.499501160689349	13872000	154
20220608 043007	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	56	TRUE	0.139526861747049	0.618072134302812	4006	668	0.0125993859481878	2	0.189906966593765	0.108524768857373	0.498347857422254	13644000	155
20220608 043030	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	104	TRUE	0.0502455324719608	0.200098504027708	4010	595	0.0165366255101493	-2	0.0716165279555336	0.144131655125934	0.407609971041138	12930000	156
20220608 043101	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	310	TRUE	0.0636234160335561	0.265850941234667	4349	406	0.0122857884919175	2	0.195506523729532	0.143173754435015	0.199267770902404	13296000	157
20220608 043111	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	14	TRUE	0.200434655516192	0.803205458431154	4101	638	0.0123341020172818	-2	0.194403531303114	0.0657384769015508	0.471864900357618	12559000	158
20220608 043120	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	62	TRUE	0.22089306811814	0.638821485667066	4010	675	0.0133172195915691	2	0.152589648282781	0.0952911423302132	0.49034147420871	13636000	159
20220608 043141	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	94	TRUE	0.040553849439351	0.688240445604039	4191	800	0.0150721271348908	-1	0.111332510334083	0.0513115001073938	0.462920872468269	13234000	160
20220608 043157	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	303	TRUE	0.120125281745062	0.954763409437144	5117	800	0.017843655597729	1	0.182321909931876	0.000509212208892152	0.0150058128966293	13410000	161
20220608 043209	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	36	TRUE	0.126441120329173	0.791359515096035	4028	400	0.012521081857299	-2	0.043646844411427	0.0267527119237646	0.0492869024537379	13064000	162
20220608 043222	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	201	TRUE	0.108919005572402	0.961691043948217	5160	800	0.0171174962568632	1	0.0722870682197381	0.126660149955986	0.136165610134668	13363000	163
20220608 043238	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	311	TRUE	0.148719497414649	0.703812566189365	4000	692	0.0179678089853988	1	0.197016623653455	0.117701208010644	0.478375809907388	13599000	164
20220608 043249	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	141	TRUE	0.128292534643766	0.72190493210657	4020	755	0.0211868965961512	1	0.180571241156026	0.0881197087817791	0.417607453867522	12735000	165
20220608 043258	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	57	TRUE	0.199159183112835	0.736701722106451	4073	659	0.016132347446282	2	0.199985032521718	0.0828221741160305	0.490876689247476	13633000	166
20220608 043350	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	299	TRUE	0.0209247105261232	0.381440337822117	5211	800	0.0140277367808287	-2	0.180568451686827	0.147164788012992	0.197967203876784	13367000	167
20220608 043514	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	577	TRUE	0.0118918752427953	0.275100958998805	4195	777	0.0133983645205449	-2	0.0877582443560544	0.0657111829160186	0.317435434694018	13165000	168
20220608 043609	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	178	TRUE	0.018022997873709	0.497105079341547	5105	691	0.014149616150042	-2	0.07366722881975	0.199740676744526	0.0242302072259773	13151000	169
20220608 043725	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	384	TRUE	0.0135543734855405	0.530273645436829	5161	800	0.0131607993209648	-2	0.129788706928547	0.000909812615778111	0.00430553279015971	13165000	170
20220608 043831	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	571	TRUE	0.0109746547503088	0.860259354960732	5300	800	0.0152216911262462	-2	0.172681589196862	0.0792441893225772	0.390635822422433	12964000	171
20220608 043900	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	98	TRUE	0.0383664387232262	0.470534758614014	4926	749	0.0105632593090301	-2	0.199700031994266	0.0444115166218562	0.335341196815513	12615000	172
20220608 043947	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	195	TRUE	0.0170332526465369	0.337326272147533	4803	449	0.0128570145622843	-2	0.187759403742223	0.00821041427958161	0.149233848152624	13023000	173
20220608 044110	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	899	TRUE	0.0265642326854376	0.422301030440521	5271	799	0.0136930287999122	2	0.0941387617956827	0.0902420023300455	0.115476106399907	13641000	174
20220608 044120	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	82	TRUE	0.162169787041681	0.681543979706569	5236	797	0.0135471830209065	2	0.196957382616063	0.0887587545210771	0.42979644454743	13574000	175
20220608 044154	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	790	TRUE	0.0376200965759672	0.656275468259817	5186	791	0.0143818837947649	1	0.0707447587872782	0.0503900053205807	0.172977718322315	13165000	176
20220608 044242	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	986	TRUE	0.0192023080128873	0.689510130191401	5125	701	0.0133945481331518	2	0.0872701661832302	0.0927346165328936	0.0367949121715999	13184000	177
20220608 044258	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	306	TRUE	0.246467165362335	0.946294173510754	4065	606	0.017846081064301	1	0.199814664383222	0.127972432433791	0.458713894755757	13734000	178
20220608 044310	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	155	TRUE	0.29638753945714	0.714105807029097	4076	636	0.0165369545238601	1	0.199446099475925	0.16344341173947	0.499645329800474	13526000	179
20220608 044320	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	60	TRUE	0.236716144491436	0.775179791464241	4033	515	0.0128788925681375	2	0.199239082437326	0.132882420620432	0.437485465286322	13193000	180
20220608 044336	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	341	TRUE	0.23142844107412	0.950150360377286	4007	671	0.0177346231778849	1	0.199804663937894	0.0557200558334661	0.373878389865868	13737000	181
20220608 044355	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	391	TRUE	0.213757623361417	0.889981611210065	4000	667	0.0171002316061219	1	0.197575955189228	0.186833229759794	0.403491885725688	13938000	182
20220608 044415	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	458	TRUE	0.125440381598626	0.991654661394765	4004	682	0.0174968624457921	1	0.174493862953311	0.146407827358927	0.450899381626354	13655000	183
20220608 044430	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	270	TRUE	0.232688688119683	0.799769851874188	4002	662	0.0183123404444183	1	0.143484818726596	0.197668923850578	0.425349722305541	13610000	184
20220608 044445	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	230	TRUE	0.216657484323588	0.775141583635498	4000	661	0.0153612371384874	1	0.199143522968323	0.147704632337474	0.447258208572271	13569000	185
20220608 044456	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	21	TRUE	0.273008200661926	0.853896890692827	5036	659	0.0175686776049818	-1	0.198945048482001	0.192726458201614	0.414232956150599	12427000	186
20220608 215629	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	25	TRUE	0.245511904441066	0.769602615603556	4575	566	0.0171158680672039	-3	0.134616252675769	0.156961340210161	0.188340418045926	12263000	187
20220608 215645	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	81	TRUE	0.0567491374509538	0.711326294482893	5021	558	0.0152878183298486	0	0.0765288187384269	0.129583221269791	0.330945665009009	12920000	188
20220608 215655	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	159	TRUE	0.0957822784361714	0.790475968080055	4422	642	0.0164189579513428	2	0.0728748744874934	0.0822252888766298	0.40323777483621	13437000	189
20220608 215706	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	49	TRUE	0.0889713577357017	0.862035985490204	5808	588	0.0138366177163455	-1	0.114704698098228	0.0533863006324003	0.250903567200941	12903000	190
20220608 215713	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	35	TRUE	0.110836030625311	0.883233751855894	4832	549	0.0147646329917544	3	0.0890617991332611	0.0750937858531834	0.305139170178316	13043000	191
20220608 215727	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	323	TRUE	0.171728536204965	0.6592803164437	4842	576	0.0137969806890016	1	0.0680388718482573	0.0859767551450641	0.269654105743393	13101000	192
20220608 215741	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	83	TRUE	0.0742239794222405	0.74548981672722	4383	611	0.0142811384133594	-1	0.102883171752975	0.165544592866377	0.387105333768866	13196000	193
20220608 215749	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	78	TRUE	0.195545416344345	0.812927823865579	5402	658	0.0166054395593108	2	0.079077743373863	0.186237514342763	0.368835829394973	13534000	194
20220608 215758	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	28	TRUE	0.187680759294372	0.620016372242632	5139	649	0.0177869518340028	-1	0.10816956113804	0.136392745687225	0.169696571318329	12532000	195
20220608 215807	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	50	TRUE	0.158799385702199	0.955360708289987	5749	525	0.0162638633255362	-3	0.0513569006829574	0.0694504855168311	0.230640336470161	12922000	196
20220608 215821	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	304	TRUE	0.184385767922763	0.668811288892498	5502	515	0.013551925696093	1	0.0958026845681403	0.17939737297462	0.139225697897685	12905000	197
20220608 215829	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	31	TRUE	0.16763441236832	0.82687676927437	5885	462	0.0145202548071037	0	0.187193314450172	0.103284670075803	0.36475301601717	12878000	198
20220608 215838	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	37	TRUE	0.152971362546345	0.683359300997108	4669	503	0.015498779826513	-2	0.0244138054019358	0.0307060834537325	0.429748623621547	13022000	199
20220608 215848	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	222	TRUE	0.214785563707378	0.765817273175344	4273	627	0.0149041708607725	1	0.118672345988905	0.167736288215622	0.202269380790595	13569000	200
20220608 215855	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	15	TRUE	0.229525682756535	0.916288979007449	5499	682	0.0123141468613984	-2	0.192599525168189	0.176110444823862	0.158680402544431	12783000	201
20220608 215906	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	46	TRUE	0.105064834197401	0.805865617388756	4162	618	0.0175993874202799	0	0.140211133113739	0.0120920665664016	0.454361973410576	12926000	202
20220608 215913	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	73	TRUE	0.293569326595688	0.731876024200271	4998	512	0.0145545076951805	3	0.145183015172111	0.0969732766733052	0.464507643436082	12700000	203
20220608 215926	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	76	TRUE	0.0809508000693879	0.707910381014355	5376	675	0.0156526809113145	-3	0.0604613114740803	0.00985346230120114	0.340050401329063	13296000	204
20220608 215932	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	15	TRUE	0.267205515296858	0.964314525108784	4622	582	0.0168180218289813	-1	0.179079167403268	0.145475128873154	0.479782684739783	12385000	205
20220608 215939	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	13	TRUE	0.278412565821006	0.787891503917571	4740	566	0.013071736683985	-2	0.125501900504395	0.0284830124395861	0.285393827597404	12563000	206
20220608 215955	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	227	TRUE	0.0625899755815691	0.639319711822706	5229	622	0.0158368472656358	2	0.128204970912452	0.116439909340348	0.474017067623532	13046000	207
20220608 220002	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	16	TRUE	0.288151976058273	0.738618707654273	5611	594	0.0183971566750843	-2	0.177213727456724	0.0226253473929699	0.148839298640895	12456000	208
20220608 220051	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1498	TRUE	0.046639848835637	0.927257437302938	4057	467	0.0173822550630785	1	0.0574284678468636	0.140007953493248	0.299871120100013	13721000	209
20220608 220133	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	237	TRUE	0.0139920581071379	0.645525090489537	5086	600	0.0175453765232426	0	0.147938753010433	0.04060668501904	0.114065180698203	12827000	210
20220608 220140	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	18	TRUE	0.239927389087259	0.895654219453637	5891	536	0.0125161793460106	-3	0.154907537478397	0.195411600474637	0.412183317994802	12843000	211
20220608 220147	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	17	TRUE	0.208286484326365	0.867574549779399	4168	661	0.0141374855372156	0	0.0315821940858667	0.12693089548759	0.496607112530102	13011000	212
20220608 220156	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	26	TRUE	0.222225260813074	0.995168916223985	4293	478	0.0151120469134637	-1	0.0456609345710604	0.0373332802078932	0.216762663330883	12852000	213
20220608 220203	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	51	TRUE	0.126361048106402	0.854253957239497	5640	484	0.0182801118166632	3	0.0376370612924479	0.0644615320361271	0.442527986072107	12694000	214
20220608 220220	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	92	TRUE	0.038141257337993	0.979068449232727	5989	637	0.0128985463960562	0	0.0111398744752579	0.155724158448872	0.106402666985782	12953000	215
20220608 220243	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	137	TRUE	0.0329544794181776	0.936076848734067	4553	667	0.0134308742862809	-3	0.196743856110778	0.121201619887705	0.265193111157148	13078000	216
20220608 220254	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	134	TRUE	0.121744517493514	0.627703257176715	5723	544	0.0120330138805245	2	0.0175860598471869	0.0502449207085431	0.320673424199534	13177000	217
20220608 220305	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	88	TRUE	0.139510471315007	0.609037123946473	4053	687	0.0160105974571165	2	0.0294960187604496	0.00356565007374674	0.194466334113127	13646000	218
20220608 220335	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	454	TRUE	0.0228832446930594	0.833631637314748	4467	488	0.0127166657459683	3	0.163474792707	0.0901054597917052	0.397851422385106	13055000	219
20220608 220341	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	59	TRUE	0.254102885126162	0.900624298198252	5331	494	0.0181214111586677	2	0.169493756886546	0.109457269666826	0.128952220982562	12819000	220
20220608 220348	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	61	TRUE	0.267912330371651	0.9713270553129	5216	699	0.0131118183298903	3	0.162338069365554	0.0564015901188702	0.235964910222942	12873000	221
20220608 220357	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	31	TRUE	0.1333614926641	0.692926162804684	4923	530	0.0170315389869146	-2	0.0940890018590208	0.19359975333215	0.355158165912144	12858000	222
20220608 220407	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	113	TRUE	0.103294841863672	0.737834050957402	4140	629	0.0153717807238638	2	0.0602485723244802	0.159067593865152	0.251566620925453	13435000	223
20220608 220426	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	463	TRUE	0.0765185525179702	0.817402067011479	4113	475	0.0158038705331533	1	0.0598024826710804	0.189889362852404	0.283343798213214	13610000	224
20220608 220434	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	82	TRUE	0.192645768071435	0.681908350272992	4280	681	0.0160137932266658	2	0.0603900177749258	0.111308317821251	0.198365705685177	13359000	225
20220608 220509	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	952	TRUE	0.0412280673708784	0.926787742385363	4039	521	0.0162769345868125	1	0.0772670247717523	0.134096827216568	0.254314889634224	13690000	226
20220608 220530	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	525	TRUE	0.0584328788689217	0.912048237218657	4019	488	0.0148199512020243	1	0.0235977934640712	0.0570207240603838	0.263431953027787	13407000	227
20220608 220615	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1280	TRUE	0.0365755568838897	0.944293106826863	4168	493	0.0174194440437315	1	0.0998497500026819	0.154791182403031	0.343326991282485	13704000	228
20220608 220639	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	620	TRUE	0.0541692639739505	0.963732725984873	4014	495	0.0180888649992107	1	0.0999321073014175	0.161426762936089	0.347536981905043	13346000	229
20220608 220727	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1268	TRUE	0.0411529459105319	0.851879960220223	4166	472	0.0167852988197299	1	0.0456760212464479	0.0745998652913817	0.322818621229906	13756000	230
20220608 220809	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1158	TRUE	0.0305312295897505	0.966557435722173	4152	471	0.0168522965499858	1	0.052481460897023	0.131801365399234	0.257256272473549	13546000	231
20220608 220838	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	814	TRUE	0.0512212209072059	0.849152884844948	4078	517	0.0165988860771257	1	0.0902883700314822	0.151544538839414	0.322583685155868	13684000	232
20220608 220907	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	732	TRUE	0.049510399752976	0.712487984772128	4074	504	0.0162145725331298	1	0.0849978767530023	0.0340590442217862	0.303471269051265	13732000	233
20220608 220941	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	966	TRUE	0.0520407226422578	0.708245991976856	4163	470	0.0172602511078193	1	0.0596323903091529	0.0712418346705199	0.338469101016846	13716000	234
20220608 221008	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	715	TRUE	0.0490450254114533	0.919422276625797	4054	475	0.0162869696193481	1	0.12031639909637	0.0445088779822358	0.331909974648489	13696000	235
20220608 221028	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	483	TRUE	0.106009313772265	0.921882623410152	4057	553	0.0161342440697567	1	0.020618120609783	0.0522723314938006	0.269417182798874	13745000	236
20220608 221045	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	372	TRUE	0.0982366518475058	0.745402761560735	4030	604	0.0159342675279816	1	0.0837773587155303	0.0744915304884184	0.224037871028559	13735000	237
20220608 221105	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	483	TRUE	0.0745487910831393	0.802476121432224	4087	561	0.0160064918270269	1	0.10995175147463	0.034807224822236	0.278321661929676	13682000	238
20220608 221127	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	569	TRUE	0.090333804779939	0.906659752301109	4050	510	0.0163995528206209	1	0.0291248781923577	0.0731072353711209	0.306759950228928	13826000	239
20220608 221135	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	66	TRUE	0.145113595898696	0.763061854180577	4000	517	0.016390252746701	2	0.0426983686718031	0.0474757812649163	0.29661875873796	13598000	240
20220608 221158	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	552	TRUE	0.0734665032590592	0.823454743997163	4005	637	0.0162184008266329	1	0.0288106106362402	0.0884709654497865	0.285214082521482	13599000	241
20220608 221219	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	514	TRUE	0.0739628791944081	0.860019036521832	4033	498	0.0162345505603452	1	0.0235275049400276	0.0758959602375595	0.311892106654632	13608000	242
20220608 221233	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	262	TRUE	0.134936232251987	0.903178956183075	4206	511	0.0169435510749769	1	0.0857108334752695	0.0401427737373406	0.305180481001975	13738000	243
20220608 221249	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	372	TRUE	0.0956768203853446	0.916050178593584	4128	513	0.0165055350474348	1	0.0601798161243618	0.0361942722884848	0.300614704742853	13807000	244
20220608 221350	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1796	TRUE	0.0334110070217017	0.76284360231626	4210	515	0.016600620773614	1	0.0487509683839766	0.0791772832283672	0.374750961107709	13701000	245
20220608 221425	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	963	TRUE	0.0515641248380231	0.909381553837188	4174	510	0.0167827363044115	1	0.0380686033155316	0.161231080869112	0.330616824261058	13857000	246
20220608 221439	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	260	TRUE	0.134662119427977	0.649789320814344	4093	578	0.0162836614755827	1	0.0656425720180209	0.0324832799635076	0.28647247052075	13541000	247
20220608 221503	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	650	TRUE	0.0919429778232542	0.762237403158046	4141	476	0.0168556604269257	1	0.111149472067331	0.117590680200243	0.232755836061337	13787000	248
20220608 221523	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	403	TRUE	0.0348811305959554	0.908534636511829	4141	521	0.0170403848898016	1	0.0172891546618761	0.0733382558819324	0.327535922045452	12757000	249
20220608 221542	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	470	TRUE	0.0966394544510987	0.903226424527382	4061	533	0.0172299881418155	1	0.0437570005373287	0.0739547179539043	0.295886240851987	13835000	250
20220608 221602	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	508	TRUE	0.0900294078761865	0.87115673597085	4182	492	0.0165537569211745	1	0.0589350226552498	0.156931159592961	0.242014444346648	13834000	251
20220608 221617	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	92	TRUE	0.0776470555131	0.935173350013542	4185	502	0.016604459042278	-1	0.0437853682894878	0.0875679400394457	0.381197808776139	13064000	252
20220608 221643	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	688	TRUE	0.0811018859635728	0.985941370686455	4188	492	0.0166434269322457	1	0.0429017194468494	0.182815500262108	0.333871581270722	13687000	253
20220608 221703	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	487	TRUE	0.088765011040954	0.904781693384753	4177	508	0.0172248441034223	1	0.0819501904844251	0.0988299284441476	0.174374286147617	13769000	254
20220608 221733	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	678	TRUE	0.0616826734082511	0.851472927323975	4179	512	0.0169399548630229	1	0.0457484177909117	0.146075866194321	0.282333976104348	13703000	255
20220608 221750	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	364	TRUE	0.108968197985905	0.896294049611358	4055	546	0.0173920293410734	1	0.0350626906328259	0.0481712587993312	0.283445146533147	13642000	256
20220608 221806	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	372	TRUE	0.112860020818976	0.838608161268017	4080	529	0.0161832333058444	1	0.0376654963524088	0.168542409887308	0.381112539591055	13616000	257
